date,sales,sales_id
2019-07-03 07:00:00,6.421962068724554,447
2019-07-03 08:00:00,24.55515991481363,447
2019-07-03 09:00:00,20.898615465158727,447
2019-07-03 10:00:00,46.484273307371325,447
2019-07-03 11:00:00,56.356120394551326,447
2019-07-03 12:00:00,10.893259007246783,447
2019-07-03 13:00:00,38.75846001701383,447
2019-07-03 14:00:00,41.70315587416335,447
2019-07-03 15:00:00,24.225879143446083,447
2019-07-03 16:00:00,26.66414994215961,447
2019-07-03 17:00:00,47.948911961239475,447
2019-07-03 18:00:00,33.314801301530316,447
2019-07-03 19:00:00,40.247828343235035,447
2019-07-03 20:00:00,42.49904826342871,447
2019-07-03 21:00:00,56.67171886270218,447
2019-07-03 22:00:00,43.5685363064117,447
2019-07-03 23:00:00,44.78153306263509,447
2019-07-04 07:00:00,62.365788728527654,447
2019-07-04 08:00:00,9.33109094848984,447
2019-07-04 09:00:00,101.6698198692954,447
2019-07-04 10:00:00,4.549933961736938,447
2019-07-04 11:00:00,34.32926586214156,447
2019-07-04 12:00:00,28.83532656860588,447
2019-07-04 13:00:00,17.906741854044636,447
2019-07-04 14:00:00,37.954795702412966,447
2019-07-04 15:00:00,23.005906357943626,447
2019-07-04 16:00:00,16.341099202027095,447
2019-07-04 17:00:00,0.4055480308188386,447
2019-07-04 18:00:00,59.86931384122393,447
2019-07-04 19:00:00,10.146462872018986,447
2019-07-04 20:00:00,59.310479880701,447
2019-07-04 21:00:00,2.5039274244699037,447
2019-07-04 22:00:00,40.07970515202092,447
2019-07-04 23:00:00,1.941230460406988,447
2019-07-05 07:00:00,26.39455639372391,447
2019-07-05 08:00:00,4.588717349915996,447
2019-07-05 09:00:00,10.943799340756243,447
2019-07-05 10:00:00,44.843025654717266,447
2019-07-05 11:00:00,44.307176919750795,447
2019-07-05 12:00:00,47.09201246820828,447
2019-07-05 13:00:00,28.116135743578564,447
2019-07-05 14:00:00,35.86104445145491,447
2019-07-05 15:00:00,34.271504982177376,447
2019-07-05 16:00:00,6.406452219550108,447
2019-07-05 17:00:00,71.50101187056964,447
2019-07-05 18:00:00,59.64292051610663,447
2019-07-05 19:00:00,45.70953670413419,447
2019-07-05 20:00:00,43.84969404299723,447
2019-07-05 21:00:00,28.53451414257496,447
2019-07-05 22:00:00,32.86925731024061,447
2019-07-05 23:00:00,8.752741103269086,447
2019-07-06 07:00:00,2.536962386654924,447
2019-07-06 08:00:00,23.167727849550555,447
2019-07-06 09:00:00,23.61071674470869,447
2019-07-06 10:00:00,25.747455445648157,447
2019-07-06 11:00:00,9.475664055563971,447
2019-07-06 12:00:00,17.434343567421966,447
2019-07-06 13:00:00,23.834634433811047,447
2019-07-06 14:00:00,12.988348599613158,447
