id,title,start,end,timezone,category,rank,local_rank,location
grNPodqFogxAVoeptm,Comedy Double Feature: The Seattle Thaw & A Special Guest,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,16,33,"[-122.350104, 47.650885]"
mtg7h7A5x95X29HUiy,The Roast of The L Word: A Comedy Show,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,16,27,"[-122.324633, 47.613912]"
dHLUaiBbZehdRoLZtw,Mrs. Doubtfire A New Musical Seattle,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
izueAcivkNGjTPzgUz,Kermet Apio,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
XSUmv6PCNXiwia7k24,Hard Nut,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
XP4PHHMsM6WqVMUE6N,Fall 2019 New Moves Concert,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,16,27,"[-122.317251, 47.615907]"
7PPktTdGCqUis8WTXB,A Christmas Carol,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,44,55,"[-122.344284, 47.61359]"
DHhHtuq54afFem2cUd,Scott Shoemaker's War on Christmas!,8/12/2019,25/12/2019,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
69fWErZrAgewLyTtDc,Nutcracker,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
ajjTjya5RurLiNgszm,Othello by William Shakespeare,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,11,26,"[-122.327169, 47.595104]"
KP4NtqTe8qhYZkWNEM,Andrew Schulz,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
BCj8Zas6FJ8xqQ5MkV,VAM Studios Presents: Unwritten - An Evening of Dance,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,16,27,"[-122.321846, 47.615808]"
RzSU85U8Gs6FToMqPk,"UTS Presents ""Anon(ymous)""",8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,16,25,"[-122.306675, 47.65962]"
eTGNeaVpvVxzSSwuZY,MARKETA LAZAROVÃ,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
btnNnBjepJwGAGTWeR,TEVYA,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
gLrE6BrHnq5DY79A8N,Fall 2019 New Moves Concert,8/12/2019,8/12/2019,America/Los_Angeles,performing-arts,16,27,"[-122.317251, 47.615907]"
2rVuUThGTftJdUZcTB,Life Wide Angle/Close Up,9/12/2019,10/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
U22VWgiQx6Ex8hRDEF,Comedy Crater Heckle Mic,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,30,41,"[-122.320022, 47.661474]"
VBjGMpBG6ThX3UB6wu,Lady D'Letto presents: The Best Burlesque Pageant EVER!!,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,40,60,"[-122.284474, 47.557318]"
qE6Bc8jBz6b8Mh8s7z,Stomp Seattle,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,53,63,"[-122.341283, 47.611715]"
SA7hAqsnzKd563mgEK,Kermet Apio,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
x4m6jmExmtTm4LDHU3,Othello by William Shakespeare,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.327169, 47.595104]"
cBShyAy4Smniuk8Huu,Scott Shoemaker's War on Christmas!,9/12/2019,26/12/2019,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
sddFzEmTPKKAAXE59r,MARKETA LAZAROVÃ,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
PVD3EDXgZb6sZwkpna,Mrs. Doubtfire A New Musical Seattle,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
uvhhGVBB7ann6VWPFB,"UTS Presents ""Anon(ymous)""",9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,16,25,"[-122.306675, 47.65962]"
uzj8gHM2aLNsnCVH6b,Hard Nut,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
HXky4se4YTvyMgjXea,Nutcracker,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
u7DEE8mr43soHRrFTj,THE SNOW QUEEN,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
iTh3pbhWDLMXkpLjjQ,Tea Dance,9/12/2019,9/12/2019,America/Los_Angeles,performing-arts,11,32,"[-122.31833, 47.55038]"
Fs6cgZwnmgSYxXcTPD,Life Wide Angle/Close Up,10/12/2019,11/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
tH8ZcAj3KmC6JUS5Vs,Haunted Light: KURONEKO,10/12/2019,10/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
i2UZ9DwesdQ2nhciYK,Jay & Silent Bob Reboot Roadshow with Jason Mewes and Kevin smith,10/12/2019,10/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
3jwszWVkBKgGNvDVwi,Open Mic Night,10/12/2019,10/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
7Hxf4BsLULaNbqorkb,MARKETA LAZAROVÃ,10/12/2019,10/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
6SEt78zbxcptHJ3gWa,TEVYA,10/12/2019,10/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
Vb2K2pSBih7RnTCfRs,Life Wide Angle/Close Up,11/12/2019,12/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
gfRaMMF32HiCVRcPov,MARKETA LAZAROVÃ,11/12/2019,11/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
Eg9hKXrbydh5gnfjMT,Jay and Silent Bob,11/12/2019,11/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
YNRi8zciLjhCL2yJLZ,Call Backs,11/12/2019,11/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
4dDTVffuLgn9mUirzB,Venus Envy Holiday Reunion Concert,11/12/2019,11/12/2019,America/Los_Angeles,performing-arts,38,48,"[-122.337458, 47.608702]"
Fwsip2Lv8ob2kpPkWA,Hard Nut,11/12/2019,11/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
PfpEFGCAqgTXnY9rEW,Mrs. Doubtfire A New Musical Seattle,11/12/2019,11/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
g25bm538ihnQ5VbWnm,NIGHT OF THE HUNTER,11/12/2019,11/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
yoZk8ruvWaEvGQsYkx,Life Wide Angle/Close Up,12/12/2019,13/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
JVm7NG4oyP6KbUDraL,THE SNOW QUEEN,12/12/2019,12/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
d5hXtUZKvZxxCV2Jyi,SEATTLE'S BEST,12/12/2019,12/12/2019,America/Los_Angeles,performing-arts,38,51,"[-122.333619, 47.600742]"
miQH6vaYxmPFWh2SVC,A Very FuKdtuP Holiday Variety Show,12/12/2019,12/12/2019,America/Los_Angeles,performing-arts,16,28,"[-122.329556, 47.622964]"
GARHJGB8856kdd6Rpr,Hard Nut,12/12/2019,12/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
DmmGrjAfgEY5RaABYE,Jonathan Biss: Celebrating Beethoven Part 2,12/12/2019,12/12/2019,America/Los_Angeles,performing-arts,52,61,"[-122.310569, 47.655709]"
Bv2a9p8dAUcaAbdX4X,Mrs. Doubtfire A New Musical Seattle,12/12/2019,12/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
FLzWqLvwiS5dgDV3Z4,Seattle Sucks presents CLASS OF 1999,12/12/2019,12/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
sWvJWAmvWLp6paf3zs,Fade to Black: Blacula,12/12/2019,12/12/2019,America/Los_Angeles,performing-arts,16,32,"[-122.309859, 47.601298]"
sdRzo5A2DQj7XD9dwM,Life Wide Angle/Close Up,13/12/2019,14/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
nkrXjkRveAhkzYrgvq,"Comedian Andrew Frank with Marlee Grasser, Dan Hurwitz, and Arijana Ramic",13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.31711, 47.666958]"
UY44C7bE6CumHgnaem,LAST ACTION HERO with Andy Iwancio & Derek Sheen,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
EG8LRChucM3XbWfake,Othello by William Shakespeare,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.327169, 47.595104]"
AyrTjgX9LwNuUqkH7U,Mrs. Doubtfire A New Musical Seattle,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
2fEENJgwXpwGffEnzr,A Christmas Carol,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,44,55,"[-122.344284, 47.61359]"
KpXMQv4SNhVBJdC8vA,Scott Shoemaker's War on Christmas!,13/12/2019,30/12/2019,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
eNTKUazEDkigC3PGc7,Jomama Jones Black Light,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,52,61,"[-122.310569, 47.655709]"
LofoaUkUUoLKKBCPD5,Hard Nut,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
BeuQGfuHckHeeb7YwH,Nutcracker,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
zajUMPdgyiU6U2cuRr,Ebenezer's Christmas Carol,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,26,41,"[-122.34005, 47.658265]"
mctc83Y8ouPMXfB8Cu,MIR KUMEN ON,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
ucfpSYmHAhhCGbNpMD,West Seattle Art Walk,13/12/2019,13/12/2019,America/Los_Angeles,performing-arts,11,30,"[-122.386904, 47.562628]"
XhDqHn3Ko9SSjnw2LE,THE WHITE REINDEER,14/12/2019,15/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
CYEgGmhkXe2mvr5XvU,Mrs. Doubtfire A New Musical Seattle,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
kUMfowb3x3RBn982Zw,Hard Nut,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
Ze53J7aRQ9TMQtL9Ru,Ebenezer's Christmas Carol,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,26,41,"[-122.34005, 47.658265]"
qUz2bbcDddcmWd6xzu,Nutcracker,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
dMWfkqSVETCTtjAebC,The Christmas Revels: Ghosts of Haddon Hall,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,44,55,"[-122.344284, 47.61359]"
JjYWQkgmETudWhHPXc,MR. ARKADIN,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
znTA5pr2RtSod6UHTQ,Life Wide Angle/Close Up,14/12/2019,15/12/2019,America/Los_Angeles,performing-arts,11,26,"[-122.322813, 47.598225]"
4uqMomq4Tc89kCBHw6,Lady D'Letto presents: The Best Burlesque Pageant EVER!!,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,40,60,"[-122.284474, 47.557318]"
adBCAyYA3FvLwR3Kvf,"MERRY CHRISTMAS, MR. LAWRENCE",14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
dXHNueru4nmxiAyNQU,Violinist Kristin Lee & Guitarist Jason Vieaux with Emerald City Music,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,17,30,"[-122.338822, 47.622538]"
jP4dLvfMjk42W4T6yL,Comedian Cisco Duran,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,36,49,"[-122.31711, 47.666958]"
tBnFTjuHKnfLWf6U5c,Watch What Crappens,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
njpXBkAG5Ef8dfKnjG,"""Cabaret""",14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,16,27,"[-122.316384, 47.615896]"
yPF6Pagihh2p7i4eZU,Hard Nut,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
FvCegSrhcJ3GEuzPTR,Jomama Jones Black Light,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,52,61,"[-122.310569, 47.655709]"
8k7HRPtfCRc3ZqV7Ka,Nutcracker,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
dHW9mPc2RoKQTWBGAf,Scott Shoemaker's War on Christmas!,14/12/2019,31/12/2019,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
wvym4z9R3KSVaFG5qa,A Christmas Carol,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,44,55,"[-122.344284, 47.61359]"
Tz9ww6B9TzVDocBGHA,Sorry I Missed You,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,30,41,"[-122.350933, 47.621601]"
LiY7FCtcps3dbcBrKP,Mrs. Doubtfire A New Musical Seattle,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
DNZHZLuNDoMRV4fJP9,Ebenezer's Christmas Carol,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,26,41,"[-122.34005, 47.658265]"
G9g2AkMCjfj8F6RQgF,MOB TOWN,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,11,21,"[-122.313278, 47.660716]"
ZXT9CJGfpuZQh39pHa,Watching Her Film Premiere,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.287994, 47.560395]"
xUcL7LgcUEPFaEQa3n,MAKE WAY FOR TOMORROW,14/12/2019,14/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
iEFHdhC6qnViWgGH4z,Lady D'Letto Presents: The Best Burlesque Pageant EVER!!,15/12/2019,16/12/2019,America/Los_Angeles,performing-arts,40,60,"[-122.284474, 47.557318]"
XTmUTwutZokHNMMmzr,"SILENT NIGHT, DEADLY NIGHT",15/12/2019,16/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
4jDbfFCiAtbhf8pSpA,A Christmas Carol,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,44,55,"[-122.344284, 47.61359]"
9L2VtcaJK54yWgUTWR,Mrs. Doubtfire A New Musical Seattle,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
QqWSXFcauzovpruvHr,Hark! Harold the Angel Sings!,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,16,29,"[-122.320377, 47.62336]"
7WQgZemwSDawJXmHqw,The Christmas Revels: Ghosts of Haddon Hall,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,44,55,"[-122.344284, 47.61359]"
aRa3DLR7hGTWyADJG9,Hard Nut,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
7VdvMrxwuFSRPDUm5j,Nutcracker,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
wTaKA25ma9edmoEhEB,"Anime Sunrise: HORUS, PRINCE OF THE SUN",15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
Hg6JKxRvLe4bzSa5q4,Unsettling Femininity: Selections from the Frye Art Museum Collection,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
ns7YD6ZFKh6kxsj7qf,Holiday Pop-Up Market,15/12/2019,16/12/2019,America/Los_Angeles,performing-arts,22,31,"[-122.30953, 47.66126]"
Aoz8FsQiyzwaTCKe2W,Life Wide Angle/Close Up,15/12/2019,16/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
YbkE2gQrYPaNhPCjtz,"""Boom Bap"": Hip Hop & Improv Comedy",15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,16,33,"[-122.350137, 47.650886]"
VcUcwmQUqdoEpxJtKK,"SILENT NIGHT, DEADLY NIGHT",15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
7YGmDbZEo6td9u7wNT,Lady D'Letto presents: The Best Burlesque Pageant EVER!!,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,40,60,"[-122.284474, 47.557318]"
nNfsBfzui79drSn5fM,Hard Nut,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,59,69,"[-122.331342, 47.613257]"
nKGKuRMhVCFQuyaNuv,Live Wire! With Luke Burbank,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
pJ6YAhuUCq2L3Y9LHR,"BuffBoyzz Gay Friendly Male Strip Clubs & Male Strippers Seattle, WA",15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,11,24,"[-122.342308, 47.628847]"
wbmfvJoTS6PBkVMLeh,Mrs. Doubtfire A New Musical Seattle,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,56,67,"[-122.333888, 47.609309]"
ADgQF57xKubuvDSQme,Scott Shoemaker's War on Christmas!,15/12/2019,1/01/2020,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
zQFBasVeDCXuiLq6kW,Sorry I Missed You,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,30,41,"[-122.350933, 47.621601]"
dByApYGzBpNSdCbNea,A Christmas Carol,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,44,55,"[-122.344284, 47.61359]"
rV8X7bxbSn9fKVMxbW,Nutcracker,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
nJB3cDVFb4n68mKdYn,Jomama Jones Black Light,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,52,61,"[-122.310569, 47.655709]"
xdCgNs9N63yUUgacb7,"MERRY CHRISTMAS, MR. LAWRENCE",15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
V9kcYnEeY936HDLDdC,Holiday Strip And Sing Along,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,28,39,"[-122.346238, 47.614653]"
XwifMsmsRYFQDTzVNm,Mode Music and Performing Arts & JSIS Present Mary Poppins at Hamilton Middle School,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,16,32,"[-122.337914, 47.657181]"
wZTN6ZyEzeHoPQpevS,Cristina Hall Flamenco Workshops,15/12/2019,17/12/2019,America/Los_Angeles,performing-arts,21,37,"[-122.328009, 47.677819]"
GWRtS87Grvw26MfMVp,AMERICAN MATCHMAKER,15/12/2019,15/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
nuyHyibhccTyjNH6sk,Life Wide Angle/Close Up,16/12/2019,17/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
vdJwWFSDUARy6ww3hr,Comedy Crater Open Mic,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,30,41,"[-122.320022, 47.661474]"
sNSdBnXiJcxgFjyQkT,Lady D'Letto presents: The Best Burlesque Pageant EVER!!,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,40,60,"[-122.284474, 47.557318]"
xgZTwHzAWWbG5Y7DKn,DIAL CODE SANTA CLAUS,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
uHyC6uRxVPLzJWMNFM,Heather McMahan: The Farewell Tour,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,48,58,"[-122.314037, 47.66119]"
KU3oQDMei8L7TYj5TJ,Sorry I Missed You,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,30,41,"[-122.350933, 47.621601]"
DdEo8to8hL4KL8LBAf,Scott Shoemaker's War on Christmas!,16/12/2019,2/01/2020,America/Los_Angeles,performing-arts,42,53,"[-122.331078, 47.61667]"
4vrjiJFfwnaxHoFRQq,Mrs. Doubtfire A New Musical Seattle,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
79ksUjjsAzFZ4RiojQ,Nutcracker,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,26,38,"[-122.349735, 47.623913]"
UEwzgDk5GybNhGQHrn,THE WHITE REINDEER,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
toyJ98q2QWPKEiZrJJ,Tea Dance,16/12/2019,16/12/2019,America/Los_Angeles,performing-arts,11,32,"[-122.31833, 47.55038]"
rkejB7gnTZFhsBp2Ec,Pierre Leguillon: Arbus Bonus,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
dhvcUKsVbmchSgkNfy,Donald Byrd: The America That Is To Be,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
wd3nLyUiDGSwKvn6q8,Unsettling Femininity: Selections from the Frye Art Museum Collection,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
eCpWxzr7YMWSZtJswx,Dress Codes: Ellen Lesperance and Diane Simpson,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
GVMr5MCjzws9PV9J83,Life Wide Angle/Close Up,17/12/2019,18/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
qEGd4YEYH3n3p6piNA,Haunted Light: RINGU,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
4H8u2ziBiXtECHoxRP,Doug Loves Movies,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,44,54,"[-122.314037, 47.66119]"
ScgLKcxzywdjosrNm6,Open Mic Night,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,37,50,"[-122.333619, 47.600742]"
yETVqEKbVSBvqpg9S7,THE WINTER SOCIAL 2.0,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,16,27,"[-122.323731, 47.619344]"
DembuhdS8qLFeZo2Jq,"MERRY CHRISTMAS, MR. LAWRENCE",17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
HVNN8Y2FsEwkfTJp49,AMERICAN MATCHMAKER,17/12/2019,17/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
qk4ZWawr86VtKc2ZS6,"Hershey Felder's ""Beethoven""",18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,16,28,"[-122.353686, 47.623915]"
e9ZxZoPoCdzbJNPdKp,Unsettling Femininity: Selections from the Frye Art Museum Collection,18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
QUZUShHWubo7bcDq9s,Donald Byrd: The America That Is To Be,18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
7erpfDnTtUzSQvi8Kp,Dress Codes: Ellen Lesperance and Diane Simpson,18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
BjE5YXqp2q82uYfTMc,Pierre Leguillon: Arbus Bonus,18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
rhZwCYR8B5nKSasAfV,Life Wide Angle/Close Up,18/12/2019,19/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
vp3oqzE2VMaapYnZTU,DIAL CODE SANTA CLAUS,18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
a5UoRsZrBdRfUugNxM,Call Backs (21+ Event),18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,37,50,"[-122.333619, 47.600742]"
DzYFuAeXitSkguovat,Homemade Christmas,18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,17,38,"[-122.31833, 47.55038]"
zFfgdiTqbVqCYbBXPo,Mrs. Doubtfire A New Musical Seattle,18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
5RS9bowz4H7Qocijur,MAKE WAY FOR TOMORROW,18/12/2019,18/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
z38Dh4dSHctG4otUZC,Mrs. Doubtfire A New Musical Seattle,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
7bX7WgoikhFjHenB4a,Donald Byrd: The America That Is To Be,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
SZJ3eaQYJdVqN9RNPC,Dress Codes: Ellen Lesperance and Diane Simpson,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
4mxpub6zQWRDZRJnAj,Unsettling Femininity: Selections from the Frye Art Museum Collection,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
BG6DhYcufPAqAcnzic,Pierre Leguillon: Arbus Bonus,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,17,29,"[-122.324065, 47.60694]"
fDM5vJS7vLRakz9jAs,Northwest Mystics 2019: Women of the PNW,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,17,30,"[-122.32959, 47.601105]"
JpYuypLH3tbJUBBBmS,Life Wide Angle/Close Up,19/12/2019,20/12/2019,America/Los_Angeles,performing-arts,17,32,"[-122.322813, 47.598225]"
b6tcNDmcf62GP9XJAC,THE WHITE REINDEER,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,16,36,"[-122.288415, 47.564078]"
KfqC2M8d5qff25Mube,SEATTLE'S BEST,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,37,50,"[-122.333619, 47.600742]"
TVaQWYmWCm8MGkqWJS,Reel Rock,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,42,58,"[-122.353866, 47.65236]"
sNhTkFkwmHnBHrsa8M,"""Shout Sister Shout!""",19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,16,28,"[-122.353686, 47.623915]"
hCA7Ha3SpSj5WQi6zm,Mrs. Doubtfire A New Musical Seattle,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,52,63,"[-122.333888, 47.609309]"
kvW5NyCpvjJMbEnzL7,Nutcracker,19/12/2019,19/12/2019,America/Los_Angeles,performing-arts,32,44,"[-122.349735, 47.623913]"
