,count,aggregated_impact,community_count,concerts_count,festivals_count,performing-arts_count,sports_count,conferences_count,expos_count,public-holidays_count,school-holidays_count,observances_count,community_impact,concerts_impact,festivals_impact,performing-arts_impact,sports_impact,conferences_impact,expos_impact,public-holidays_impact,school-holidays_impact,observances_impact,rescaled_aei
2017-08-02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-03,2,19000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,19000,0,0,0,0.04738154613466334
2017-08-04,4,213000,0,1,1,0,0,0,1,0,1,0,0,6000,188000,0,0,0,19000,0,0,0,0.5311720698254364
2017-08-05,5,286000,0,0,3,0,0,0,1,0,1,0,0,0,267000,0,0,0,19000,0,0,0,0.713216957605985
2017-08-06,5,286000,0,0,3,0,0,0,1,0,1,0,0,0,267000,0,0,0,19000,0,0,0,0.713216957605985
2017-08-07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-08,2,6000,0,1,0,0,0,0,0,0,1,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2017-08-09,3,66000,0,2,0,0,0,0,0,0,1,0,0,66000,0,0,0,0,0,0,0,0,0.16458852867830423
2017-08-10,2,60000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2017-08-11,4,67900,0,2,0,0,1,0,0,0,1,0,0,7900,0,0,60000,0,0,0,0,0,0.16932668329177056
2017-08-12,5,132000,1,1,0,0,2,0,0,0,1,0,6000,6000,0,0,120000,0,0,0,0,0,0.32917705735660846
2017-08-13,5,78000,0,0,2,0,2,0,0,0,1,0,0,0,12000,0,66000,0,0,0,0,0,0.19451371571072318
2017-08-14,2,19000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2017-08-15,3,25000,0,1,0,0,1,0,0,0,1,0,0,6000,0,0,19000,0,0,0,0,0,0.062344139650872814
2017-08-16,4,31000,0,1,0,0,2,0,0,0,1,0,0,6000,0,0,25000,0,0,0,0,0,0.0773067331670823
2017-08-17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-18,4,126000,0,0,1,0,2,0,0,0,1,0,0,0,60000,0,66000,0,0,0,0,0,0.31421446384039897
2017-08-19,7,139900,1,3,2,0,0,0,0,0,1,0,6000,67900,66000,0,0,0,0,0,0,0,0.3488778054862843
2017-08-20,4,139000,0,0,1,0,2,0,0,0,1,0,0,0,60000,0,79000,0,0,0,0,0,0.34663341645885287
2017-08-21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-22,2,6000,0,1,0,0,0,0,0,0,1,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2017-08-23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-25,6,151000,0,3,0,0,2,0,0,0,1,0,0,85000,0,0,66000,0,0,0,0,0,0.3765586034912718
2017-08-26,7,116000,2,1,1,0,2,0,0,0,1,0,66000,19000,19000,0,12000,0,0,0,0,0,0.28927680798004984
2017-08-27,5,104000,0,1,1,0,2,0,0,0,1,0,0,6000,19000,0,79000,0,0,0,0,0,0.2593516209476309
2017-08-28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-30,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-08-31,1,6000,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0.014962593516209476
2017-09-01,4,145000,0,1,1,0,1,0,1,0,0,0,0,6000,60000,0,19000,0,60000,0,0,0,0.3615960099750623
2017-09-02,4,145000,0,0,1,0,2,0,1,0,0,0,0,0,60000,0,25000,0,60000,0,0,0,0.3615960099750623
2017-09-03,3,139000,0,0,1,0,1,0,1,0,0,0,0,0,60000,0,19000,0,60000,0,0,0,0.34663341645885287
2017-09-04,4,85000,0,1,0,0,1,0,1,1,0,0,0,6000,0,0,19000,0,60000,0,0,0,0.21197007481296756
2017-09-05,2,38000,0,1,0,0,1,0,0,0,0,0,0,19000,0,0,19000,0,0,0,0,0,0.09476309226932668
2017-09-06,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2017-09-07,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2017-09-08,3,44000,0,1,1,0,1,0,0,0,0,0,0,19000,6000,0,19000,0,0,0,0,0,0.10972568578553615
2017-09-09,7,176000,0,1,4,0,2,0,0,0,0,0,0,6000,91000,0,79000,0,0,0,0,0,0.4389027431421446
2017-09-10,6,129000,1,1,2,0,2,0,0,0,0,0,6000,6000,38000,0,79000,0,0,0,0,0,0.32169576059850374
2017-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-09-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-09-14,1,1900,0,0,1,0,0,0,0,0,0,0,0,0,1900,0,0,0,0,0,0,0,0.004738154613466334
2017-09-15,2,12000,1,1,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0,0,0,0,0,0.029925187032418952
2017-09-16,6,152900,1,1,1,1,2,0,0,0,0,0,1900,6000,6000,19000,120000,0,0,0,0,0,0.3812967581047381
2017-09-17,3,72000,0,0,1,0,2,0,0,0,0,0,0,0,6000,0,66000,0,0,0,0,0,0.17955112219451372
2017-09-18,1,60000,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0.14962593516209477
2017-09-19,2,25000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0.062344139650872814
2017-09-20,3,31000,0,0,0,0,1,1,1,0,0,0,0,0,0,0,19000,6000,6000,0,0,0,0.0773067331670823
2017-09-21,2,25000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,6000,0,0,0,0,0.062344139650872814
2017-09-22,4,63000,0,0,2,0,1,1,0,0,0,0,0,0,38000,0,19000,6000,0,0,0,0,0.15710723192019949
2017-09-23,7,135000,0,2,2,0,1,1,1,0,0,0,0,66000,38000,0,19000,6000,6000,0,0,0,0.33665835411471323
2017-09-24,6,88000,0,0,2,0,2,2,0,0,0,0,0,0,38000,0,25000,25000,0,0,0,0,0.2194513715710723
2017-09-25,1,19000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0.04738154613466334
2017-09-26,1,19000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0.04738154613466334
2017-09-27,5,136000,1,2,0,0,1,1,0,0,0,0,19000,38000,0,0,60000,19000,0,0,0,0,0.3391521197007481
2017-09-28,1,19000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0.04738154613466334
2017-09-29,5,43000,0,1,1,0,1,2,0,0,0,0,0,6000,6000,0,6000,25000,0,0,0,0,0.10723192019950124
2017-09-30,4,91000,0,4,0,0,0,0,0,0,0,0,0,91000,0,0,0,0,0,0,0,0,0.22693266832917705
2017-10-01,4,86900,0,0,0,0,2,2,0,0,0,0,0,0,0,0,66000,20900,0,0,0,0,0.21670822942643392
2017-10-02,1,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0.04738154613466334
2017-10-03,1,19000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0.04738154613466334
2017-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-10-05,2,12000,1,0,0,0,0,0,1,0,0,0,6000,0,0,0,0,0,6000,0,0,0,0.029925187032418952
2017-10-06,4,32900,0,2,0,0,1,0,1,0,0,0,0,25000,0,0,1900,0,6000,0,0,0,0.08204488778054862
2017-10-07,4,127900,1,1,0,0,1,0,1,0,0,0,1900,60000,0,0,60000,0,6000,0,0,0,0.3189526184538653
2017-10-08,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2017-10-09,1,6000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0.014962593516209476
2017-10-10,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2017-10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-10-12,2,6600,0,1,1,0,0,0,0,0,0,0,0,6000,600,0,0,0,0,0,0,0,0.016458852867830425
2017-10-13,3,12600,0,1,1,0,0,1,0,0,0,0,0,6000,600,0,0,6000,0,0,0,0,0.031421446384039896
2017-10-14,3,25600,0,1,2,0,0,0,0,0,0,0,0,19000,6600,0,0,0,0,0,0,0,0.06384039900249376
2017-10-15,5,91600,0,1,2,0,1,0,1,0,0,0,0,19000,6600,0,60000,0,6000,0,0,0,0.228428927680798
2017-10-16,2,6600,0,0,1,0,0,0,1,0,0,0,0,0,600,0,0,0,6000,0,0,0,0.016458852867830425
2017-10-17,3,25600,0,0,1,0,1,0,1,0,0,0,0,0,600,0,19000,0,6000,0,0,0,0.06384039900249376
2017-10-18,2,6600,0,0,1,0,0,0,1,0,0,0,0,0,600,0,0,0,6000,0,0,0,0.016458852867830425
2017-10-19,2,2500,0,0,1,0,0,1,0,0,0,0,0,0,600,0,0,1900,0,0,0,0,0.006234413965087281
2017-10-20,1,600,0,0,1,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0.0014962593516209476
2017-10-21,2,19600,0,1,1,0,0,0,0,0,0,0,0,19000,600,0,0,0,0,0,0,0,0.04887780548628429
2017-10-22,3,66600,0,0,1,0,1,0,1,0,0,0,0,0,600,0,60000,0,6000,0,0,0,0.16608478802992518
2017-10-23,2,12000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000,0,0,0,0.029925187032418952
2017-10-24,2,12000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000,0,0,0,0.029925187032418952
2017-10-25,2,12000,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12000,0,0,0,0.029925187032418952
2017-10-26,2,66000,0,1,0,0,0,0,1,0,0,0,0,60000,0,0,0,0,6000,0,0,0,0.16458852867830423
2017-10-27,4,73900,0,0,2,0,1,1,0,0,0,0,0,0,61900,0,6000,6000,0,0,0,0,0.18428927680798005
2017-10-28,3,121900,0,0,2,0,1,0,0,0,0,0,0,0,61900,0,60000,0,0,0,0,0,0.30399002493765587
2017-10-29,2,79000,1,0,0,0,1,0,0,0,0,0,19000,0,0,0,60000,0,0,0,0,0,0.1970074812967581
2017-10-30,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2017-10-31,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-02,4,69800,0,0,2,0,2,0,0,0,0,0,0,0,3800,0,66000,0,0,0,0,0,0.1740648379052369
2017-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-04,3,72000,0,1,0,0,1,0,1,0,0,0,0,6000,0,0,60000,0,6000,0,0,0,0.17955112219451372
2017-11-05,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2017-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-10,4,44000,0,2,0,0,1,0,0,1,0,0,0,38000,0,0,6000,0,0,0,0,0,0.10972568578553615
2017-11-11,2,19000,0,1,0,0,0,0,0,1,0,0,0,19000,0,0,0,0,0,0,0,0,0.04738154613466334
2017-11-12,3,31000,0,1,0,0,2,0,0,0,0,0,0,19000,0,0,12000,0,0,0,0,0,0.0773067331670823
2017-11-13,1,60000,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0.14962593516209477
2017-11-14,1,60000,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0.14962593516209477
2017-11-15,1,19000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0.04738154613466334
2017-11-16,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2017-11-17,2,12000,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,6000,0,0,0,0.029925187032418952
2017-11-18,4,78000,0,0,2,0,1,0,1,0,0,0,0,0,12000,0,60000,0,6000,0,0,0,0.19451371571072318
2017-11-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-20,1,60000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60000,0,0,0,0,0,0.14962593516209477
2017-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2017-11-22,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2017-11-23,3,19000,1,0,0,0,0,0,0,1,1,0,19000,0,0,0,0,0,0,0,0,0,0.04738154613466334
2017-11-24,4,13900,0,1,0,0,2,0,0,0,1,0,0,6000,0,0,7900,0,0,0,0,0,0.03466334164588528
2017-11-25,6,107567,0,2,1,0,1,0,2,0,0,0,0,38000,1667,0,60000,0,7900,0,0,0,0.26824688279301745
2017-11-26,3,13667,0,0,1,0,2,0,0,0,0,0,0,0,1667,0,12000,0,0,0,0,0,0.034082294264339154
2017-11-27,2,20667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,19000,0,0,0,0,0,0.05153865336658354
2017-11-28,2,7667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,6000,0,0,0,0,0,0.019119700748129676
2017-11-29,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2017-11-30,2,61667,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,60000,0,0,0,0,0,0.15378304239401497
2017-12-01,2,20667,0,1,1,0,0,0,0,0,0,0,0,19000,1667,0,0,0,0,0,0,0,0.05153865336658354
2017-12-02,2,3567,0,0,1,0,1,0,0,0,0,0,0,0,1667,0,1900,0,0,0,0,0,0.008895261845386533
2017-12-03,5,92667,0,0,1,0,4,0,0,0,0,0,0,0,1667,0,91000,0,0,0,0,0,0.23108977556109725
2017-12-04,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2017-12-05,3,26667,0,1,1,0,0,1,0,0,0,0,0,19000,1667,0,0,6000,0,0,0,0,0.06650124688279302
2017-12-06,1,1667,0,0,1,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0.004157107231920199
2017-12-07,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-08,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-09,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-10,5,38667,1,1,1,0,2,0,0,0,0,0,6000,19000,1667,0,12000,0,0,0,0,0,0.09642643391521197
2017-12-11,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-12,3,13667,1,0,1,0,0,0,1,0,0,0,6000,0,1667,0,0,0,6000,0,0,0,0.034082294264339154
2017-12-13,3,26667,1,1,1,0,0,0,0,0,0,0,6000,19000,1667,0,0,0,0,0,0,0,0.06650124688279302
2017-12-14,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-15,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-16,3,26667,1,0,1,0,1,0,0,0,0,0,6000,0,1667,0,19000,0,0,0,0,0,0.06650124688279302
2017-12-17,5,133667,1,1,1,0,2,0,0,0,0,0,6000,60000,1667,0,66000,0,0,0,0,0,0.33333416458852866
2017-12-18,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-19,4,32667,1,0,1,0,2,0,0,0,0,0,6000,0,1667,0,25000,0,0,0,0,0,0.0814638403990025
2017-12-20,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-21,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-22,5,51667,1,2,1,0,1,0,0,0,0,0,6000,38000,1667,0,6000,0,0,0,0,0,0.12884538653366584
2017-12-23,3,26667,1,1,1,0,0,0,0,0,0,0,6000,19000,1667,0,0,0,0,0,0,0,0.06650124688279302
2017-12-24,2,7667,1,0,1,0,0,0,0,0,0,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-25,4,7667,1,0,1,0,0,0,0,1,1,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-26,3,7667,1,0,1,0,0,0,0,0,1,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-27,3,7667,1,0,1,0,0,0,0,0,1,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-28,3,7667,1,0,1,0,0,0,0,0,1,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-29,4,13667,1,0,2,0,0,0,0,0,1,0,6000,0,7667,0,0,0,0,0,0,0,0.034082294264339154
2017-12-30,3,7667,1,0,1,0,0,0,0,0,1,0,6000,0,1667,0,0,0,0,0,0,0,0.019119700748129676
2017-12-31,6,127667,1,1,1,0,1,0,0,0,1,1,6000,60000,1667,0,60000,0,0,0,0,0,0.31837157107231917
2018-01-01,3,6000,1,0,0,0,0,0,0,1,1,0,6000,0,0,0,0,0,0,0,0,0,0.014962593516209476
2018-01-02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-04,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-05,2,6000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-01-06,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-01-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-11,1,6000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0.014962593516209476
2018-01-12,3,31000,1,1,0,0,0,1,0,0,0,0,6000,19000,0,0,0,6000,0,0,0,0,0.0773067331670823
2018-01-13,5,43000,0,1,0,0,2,1,1,0,0,0,0,6000,0,0,25000,6000,6000,0,0,0,0.10723192019950124
2018-01-14,2,12000,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6000,6000,0,0,0,0.029925187032418952
2018-01-15,3,6000,1,0,0,0,0,0,0,2,0,0,6000,0,0,0,0,0,0,0,0,0,0.014962593516209476
2018-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-01-19,1,667,0,0,1,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0.0016633416458852867
2018-01-20,4,31667,1,0,1,1,0,0,1,0,0,0,6000,0,667,19000,0,0,6000,0,0,0,0.07897007481296758
2018-01-21,2,6667,0,0,1,0,0,0,1,0,0,0,0,0,667,0,0,0,6000,0,0,0,0.016625935162094763
2018-01-22,2,6667,0,0,1,0,0,0,1,0,0,0,0,0,667,0,0,0,6000,0,0,0,0.016625935162094763
2018-01-23,2,6667,0,0,1,0,0,0,1,0,0,0,0,0,667,0,0,0,6000,0,0,0,0.016625935162094763
2018-01-24,1,667,0,0,1,0,0,0,0,0,0,0,0,0,667,0,0,0,0,0,0,0,0.0016633416458852867
2018-01-25,2,19667,0,1,1,0,0,0,0,0,0,0,0,19000,667,0,0,0,0,0,0,0,0.04904488778054863
2018-01-26,4,29067,0,0,1,0,2,0,1,0,0,0,0,0,667,0,20900,0,7500,0,0,0,0.07248628428927681
2018-01-27,2,8167,0,0,1,0,0,0,1,0,0,0,0,0,667,0,0,0,7500,0,0,0,0.02036658354114713
2018-01-28,4,20167,0,0,1,0,2,0,1,0,0,0,0,0,667,0,12000,0,7500,0,0,0,0.05029177057356608
2018-01-29,2,26500,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19000,7500,0,0,0,0.06608478802992518
2018-01-30,1,7500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7500,0,0,0,0.018703241895261846
2018-01-31,1,7500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7500,0,0,0,0.018703241895261846
2018-02-01,2,13500,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,7500,0,0,0,0.03366583541147132
2018-02-02,2,7731,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7731,0,0,0,0.01927930174563591
2018-02-03,5,38731,0,0,0,0,2,0,3,0,0,0,0,0,0,0,25000,0,13731,0,0,0,0.09658603491271821
2018-02-04,2,6231,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6231,0,0,0,0.01553865336658354
2018-02-05,2,6231,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6231,0,0,0,0.01553865336658354
2018-02-06,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231,0,0,0,0.0005760598503740649
2018-02-07,3,66231,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,66231,0,0,0,0.1651645885286783
2018-02-08,4,126231,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,60000,66231,0,0,0,0.31479052369077304
2018-02-09,4,72231,0,0,0,0,1,0,3,0,0,0,0,0,0,0,6000,0,66231,0,0,0,0.18012718204488778
2018-02-10,3,120231,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,60000,60231,0,0,0,0.2998279301745636
2018-02-11,5,145231,0,0,1,0,1,1,2,0,0,0,0,0,19000,0,6000,60000,60231,0,0,0,0.36217206982543637
2018-02-12,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231,0,0,0,0.0005760598503740649
2018-02-13,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231,0,0,0,0.0005760598503740649
2018-02-14,2,231,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,231,0,0,0,0.0005760598503740649
2018-02-15,3,25231,0,0,0,0,1,0,2,0,0,0,0,0,0,0,6000,0,19231,0,0,0,0.06292019950124689
2018-02-16,5,42148,0,1,1,0,0,0,3,0,0,0,0,19000,3167,0,0,0,19981,0,0,0,0.1051072319201995
2018-02-17,6,48148,0,0,1,0,2,0,3,0,0,0,0,0,3167,0,25000,0,19981,0,0,0,0.12006982543640897
2018-02-18,3,4148,0,0,1,0,0,0,2,0,0,0,0,0,3167,0,0,0,981,0,0,0,0.010344139650872818
2018-02-19,5,23148,0,1,1,0,0,0,2,1,0,0,0,19000,3167,0,0,0,981,0,0,0,0.057725685785536156
2018-02-20,3,4148,0,0,1,0,0,0,2,0,0,0,0,0,3167,0,0,0,981,0,0,0,0.010344139650872818
2018-02-21,3,4148,0,0,1,0,0,0,2,0,0,0,0,0,3167,0,0,0,981,0,0,0,0.010344139650872818
2018-02-22,4,6048,0,0,2,0,0,0,2,0,0,0,0,0,5067,0,0,0,981,0,0,0,0.01508229426433915
2018-02-23,4,8881,0,0,1,0,1,0,2,0,0,0,0,0,1900,0,6000,0,981,0,0,0,0.022147132169576058
2018-02-24,4,8881,0,0,1,0,0,0,3,0,0,0,0,0,1900,0,0,0,6981,0,0,0,0.022147132169576058
2018-02-25,2,6231,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6000,0,231,0,0,0,0.01553865336658354
2018-02-26,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231,0,0,0,0.0005760598503740649
2018-02-27,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231,0,0,0,0.0005760598503740649
2018-02-28,1,231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,231,0,0,0,0.0005760598503740649
2018-03-01,5,97000,0,0,0,0,4,1,0,0,0,0,0,0,0,0,37000,60000,0,0,0,0,0.24189526184538654
2018-03-02,3,72000,0,0,0,0,2,1,0,0,0,0,0,0,0,0,12000,60000,0,0,0,0,0.17955112219451372
2018-03-03,4,78000,0,0,0,0,2,1,1,0,0,0,0,0,0,0,12000,60000,6000,0,0,0,0.19451371571072318
2018-03-04,5,138000,0,0,0,0,3,1,1,0,0,0,0,0,0,0,72000,60000,6000,0,0,0,0.34413965087281795
2018-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-03-06,1,6000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0.014962593516209476
2018-03-07,1,19000,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0.04738154613466334
2018-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-03-09,1,19000,0,1,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0.04738154613466334
2018-03-10,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2018-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
2018-03-13,1,6000,0,1,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,0.014962593516209476
2018-03-14,2,25000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,0.062344139650872814
