date,sin_day,cos_day,sin_month,cos_month,year_2018,year_2019,sin_annual,cos_annual,demand_lag7
2017-01-09,0.0,1.0,0.49999999999999994,0.8660254037844387,False,False,0.1542040475626894,0.988039023376751,5552.01918615576
2017-01-10,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,False,False,0.17117705961019986,0.985240282501282,8299.94186310385
2017-01-11,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,False,False,0.18809941761179758,0.9821499931752291,8556.73007198137
2017-01-12,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,False,False,0.20496611396949532,0.9787690698649216,8595.10042310621
2017-01-13,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387,False,False,0.22177215755648186,0.975098513039961,8198.94133667152
2017-01-14,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,False,False,0.23851257519407648,0.9711394088771653,4603.79760726597
2017-01-15,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,False,False,0.2551824131233728,0.9668929289391521,4540.58341303922
2017-01-16,0.0,1.0,0.49999999999999994,0.8660254037844387,False,False,0.2717767384711357,0.9623603298276545,8291.57667682919
2017-01-17,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,False,False,0.2882906407095177,0.9575429528116719,8629.40178080579
2017-01-18,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,False,False,0.3047192331091634,0.9524422234305676,7217.360816327
2017-01-19,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,False,False,0.321057654185271,0.9470596510722283,8404.74428355284
2017-01-20,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387,False,False,0.3373010691361842,0.9413968285264122,8450.85285325668
2017-01-21,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,False,False,0.3534446712740877,0.9354554315134164,2755.23639750561
2017-01-22,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,False,False,0.3694836834473831,0.9292372181882051,4641.33453070365
2017-01-23,0.0,1.0,0.49999999999999994,0.8660254037844387,False,False,0.38541335945432564,0.9227440286201427,6799.89574093813
2017-01-24,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,False,False,0.4012289854475009,0.9159777842484877,8081.11381168077
2017-01-25,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,False,False,0.4169258813287287,0.908940487313808,8876.52385236705
2017-01-26,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,False,False,0.4324994021339788,0.901634220265486,8948.78772002854
2017-01-27,0.8660254037844388,-0.4999999999999998,0.49999999999999994,0.8660254037844387,False,False,0.44794493940789115,0.8940611451454876,9242.38688385874
2017-01-28,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,False,False,0.4632579225674917,0.88622350294858,4743.57100744716
2017-01-29,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,False,False,0.4784338202547012,0.8781236129591848,5218.83651421717
2017-01-30,0.0,1.0,0.49999999999999994,0.8660254037844387,False,False,0.49346814167723735,0.8697638720650646,7277.11834518038
2017-01-31,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,False,False,0.5083564379375122,0.8611467540480452,8759.42475388608
2017-02-01,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,False,False,0.5230943033491326,0.8522748088519838,8512.42848895476
2017-02-02,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,False,False,0.5376773767406141,0.8431506618282,9366.62421149761
2017-02-03,0.8660254037844388,-0.4999999999999998,0.8660254037844386,0.5000000000000001,False,False,0.5521013427459208,0.8337770129585915,9005.41159784297
2017-02-04,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,0.5663619330814524,0.8241566360566663,5217.02568776723
2017-02-05,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,False,False,0.580454927809098,0.8142923779467267,5311.2873798397
2017-02-06,0.0,1.0,0.8660254037844386,0.5000000000000001,False,False,0.5943761565849831,0.804187157621448,9816.31074837186
2017-02-07,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,0.6081214998935418,0.7938439653781019,9825.30150279118
2017-02-08,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,False,False,0.6216868902665479,0.7832658619336791,9658.32170702208
2017-02-09,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,False,False,0.6350683134867438,0.7724559775191742,9935.54727593228
2017-02-10,0.8660254037844388,-0.4999999999999998,0.8660254037844386,0.5000000000000001,False,False,0.6482618097757122,0.7614175109532997,9029.29538171006
2017-02-11,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,0.6612634749656386,0.7501537286959042,5627.40237837611
2017-02-12,1.2246467991473532e-16,-1.0,0.8660254037844386,0.5000000000000001,False,False,0.6740694616546162,0.7386679638813748,4812.20342938581
2017-02-13,0.0,1.0,0.8660254037844386,0.5000000000000001,False,False,0.6866759803451553,0.726963615332308,10043.810702578
2017-02-14,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,0.6990793005655562,0.7150441465537444,10880.2798172553
2017-02-15,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,False,False,0.7112757519738152,0.7029130847082616,10241.1296017405
2017-02-16,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,False,False,0.7232617254437387,0.6905740195722294,5614.31219360255
2017-02-17,0.8660254037844388,-0.4999999999999998,0.8660254037844386,0.5000000000000001,False,False,0.7350336741329412,0.6780306024735382,9298.41234297131
2017-02-18,0.49999999999999994,-0.8660254037844387,0.8660254037844386,0.5000000000000001,False,False,0.746588114532413,0.6652865452111116,5791.16902036172
