date,demand
2017-01-09,8291.57667682919
2017-01-10,8629.40178080579
2017-01-11,7217.360816327
2017-01-12,8404.74428355284
2017-01-13,8450.85285325668
2017-01-14,2755.23639750561
2017-01-15,4641.33453070365
2017-01-16,6799.89574093813
2017-01-17,8081.11381168077
2017-01-18,8876.52385236705
2017-01-19,8948.78772002854
2017-01-20,9242.38688385874
2017-01-21,4743.57100744716
2017-01-22,5218.83651421717
2017-01-23,7277.11834518038
2017-01-24,8759.42475388608
2017-01-25,8512.42848895476
2017-01-26,9366.62421149761
2017-01-27,9005.41159784297
2017-01-28,5217.02568776723
2017-01-29,5311.2873798397
2017-01-30,9816.31074837186
2017-01-31,9825.30150279118
2017-02-01,9658.32170702208
2017-02-02,9935.54727593228
2017-02-03,9029.29538171006
2017-02-04,5627.40237837611
2017-02-05,4812.20342938581
2017-02-06,10043.810702578
2017-02-07,10880.2798172553
2017-02-08,10241.1296017405
2017-02-09,5614.31219360255
2017-02-10,9298.41234297131
2017-02-11,5791.16902036172
2017-02-12,5604.25106939965
2017-02-13,9859.96585330546
2017-02-14,9833.53878601482
2017-02-15,10829.2510353776
2017-02-16,9970.55078257537
2017-02-17,10032.9486061733
2017-02-18,5142.12208665988
2017-02-19,5112.47722130811
2017-02-20,7557.6640007467
2017-02-21,10415.5943530264
2017-02-22,10810.9496881223
2017-02-23,10284.3553297787
2017-02-24,9802.28460433018
2017-02-25,6251.50712115299
2017-02-26,5363.40773281181
2017-02-27,8882.555153888954
2017-02-28,9165.196971170077
2017-03-01,10224.5412492967
2017-03-02,11454.4761017059
2017-03-03,10527.8304315466
2017-03-04,6427.53050245861
2017-03-05,5487.83576440771
2017-03-06,10865.2401211718
2017-03-07,11232.0076254013
2017-03-08,10893.2497501251
2017-03-09,11109.5505293617
2017-03-10,9654.88196656396
2017-03-11,5920.77271715101
2017-03-12,5667.29345793846
2017-03-13,10706.3284744072
2017-03-14,3470.02659333168
2017-03-15,10224.9972141569
2017-03-16,10619.1198545009
2017-03-17,10294.1682164757
2017-03-18,6228.51151277621
2017-03-19,6000.54028582703
2017-03-20,11018.529896088
2017-03-21,10824.932053921
2017-03-22,10646.8419653062
2017-03-23,11108.1913761385
2017-03-24,10261.7141005071
2017-03-25,6157.42062548371
2017-03-26,5360.49646436163
2017-03-27,9797.04216400981
2017-03-28,10337.3994674324
2017-03-29,10953.6202047638
2017-03-30,10646.9515347108
2017-03-31,9327.90808107924
2017-04-01,6821.44278728079
2017-04-02,5695.43100295727
2017-04-03,10493.9532005395
2017-04-04,10362.3992258002
2017-04-05,10778.8327784154
2017-04-06,10556.7271978649
2017-04-07,10436.7719350187
2017-04-08,5782.02623294065
2017-04-09,5167.43009449842
2017-04-10,9105.44323721686
2017-04-11,9960.97196821151
2017-04-12,9800.57241672557
2017-04-13,10637.8350053683
2017-04-14,9189.50839233891
2017-04-15,5797.11172509805
2017-04-16,9163.630074809089
2017-04-17,11089.7635229944
2017-04-18,11359.8813102486
2017-04-19,11493.6553638906
2017-04-20,11212.8998379049
2017-04-21,10715.8085929137
2017-04-22,6285.23097505229
2017-04-23,6474.70860486511
2017-04-24,10338.0481204819
2017-04-25,11250.3307061002
2017-04-26,11428.2001119482
2017-04-27,11318.2468933158
2017-04-28,10344.183165076
2017-04-29,6393.44856786509
2017-04-30,5956.93177873108
2017-05-01,10556.555598328
2017-05-02,11165.6308808169
2017-05-03,12171.8936601301
2017-05-04,11436.846062843
2017-05-05,10189.7830637214
2017-05-06,6881.51157877709
2017-05-07,5830.23442652437
2017-05-08,11186.7933846612
2017-05-09,11541.9991637828
2017-05-10,12015.6702780095
2017-05-11,11279.4470913621
2017-05-12,10492.3057418056
2017-05-13,5722.16379245755
2017-05-14,5288.75489328651
2017-05-15,10825.3396662056
2017-05-16,11625.5038431357
2017-05-17,11523.9490114386
2017-05-18,10894.3539344963
2017-05-19,10140.6564557662
2017-05-20,5703.65262402027
2017-05-21,5742.12751245294
2017-05-22,10328.2751886243
2017-05-23,9999.64271497474
2017-05-24,10012.7565917849
2017-05-25,9622.65380541163
2017-05-26,8361.48280206735
2017-05-27,4619.85511687812
2017-05-28,4351.86532821249
2017-05-29,5367.87378194328
2017-05-30,4353.40106081781
2017-05-31,9999.66296683735
2017-06-01,10953.9580449166
2017-06-02,9325.72210888431
2017-06-03,5189.91051742452
2017-06-04,5805.48926093075
2017-06-05,9544.58717632009
2017-06-06,10141.7922649063
2017-06-07,10343.1622791863
2017-06-08,10414.4960894633
2017-06-09,9394.09100220056
2017-06-10,5361.08079323066
2017-06-11,5327.89034047828
2017-06-12,10333.5399330792
2017-06-13,9578.50878716602
2017-06-14,10538.1622304696
2017-06-15,10457.7112702808
2017-06-16,9776.54720492478
2017-06-17,4566.66767026362
2017-06-18,4552.31416097243
2017-06-19,8617.11890938759
2017-06-20,9800.70817003825
2017-06-21,10063.7885227165
2017-06-22,9556.54297433977
2017-06-23,9409.03890169804
2017-06-24,5667.2943644052
2017-06-25,7270.96049681611
2017-06-26,9813.78985887744
2017-06-27,10283.4879775472
2017-06-28,10362.4233483327
2017-06-29,10043.9616964918
2017-06-30,8951.50183038841
2017-07-01,4821.91267311425
2017-07-02,4646.7473812703
2017-07-03,6824.14229515464
2017-07-04,2073.28368048216
2017-07-05,11139.7283400061
2017-07-06,10731.8649427074
2017-07-07,10066.0481920864
2017-07-08,4990.57996582759
2017-07-09,5321.29156247136
2017-07-10,10412.7394839801
2017-07-11,10188.1676794216
2017-07-12,10609.6702538239
2017-07-13,9668.08845295854
2017-07-14,9290.00285690115
2017-07-15,5972.65033788473
2017-07-16,5667.43730822234
2017-07-17,10072.224351385
2017-07-18,9857.20135051042
2017-07-19,3652.24814395434
2017-07-20,9086.78607194721
2017-07-21,8407.31272610867
2017-07-22,4524.36162980176
2017-07-23,4862.76522402266
2017-07-24,9183.08570154201
2017-07-25,10099.4166677723
2017-07-26,3100.46968495293
2017-07-27,9730.49694738909
2017-07-28,8183.14793536553
2017-07-29,5039.72565174075
2017-07-30,4728.33971242821
2017-07-31,9064.54267548695
2017-08-01,9079.32002984568
2017-08-02,8725.33995811643
2017-08-03,8731.30735172598
2017-08-04,7833.53116476496
2017-08-05,4547.52543733939
2017-08-06,4882.73748554353
2017-08-07,8612.5440275469
2017-08-08,8950.15958450901
2017-08-09,8613.14135472505
2017-08-10,8444.94416864957
2017-08-11,7776.91712956258
2017-08-12,4904.98830979679
2017-08-13,4823.54119483005
2017-08-14,8218.13888851909
2017-08-15,8680.56616927492
2017-08-16,8285.86917714329
2017-08-17,8676.08048410379
2017-08-18,8071.28254895208
2017-08-19,5063.04435608357
2017-08-20,6917.31282779206
2017-08-21,8780.12671955699
2017-08-22,9058.67558768174
2017-08-23,8244.58505345834
2017-08-24,8527.73297465028
2017-08-25,8439.96247177406
2017-08-26,4671.1159004434
2017-08-27,5249.45012392155
2017-08-28,9420.79203001878
2017-08-29,8715.92394792127
2017-08-30,9130.19562029312
2017-08-31,9750.29806866625
2017-09-01,8272.03021828845
2017-09-02,5128.33661995406
2017-09-03,4293.24662755453
2017-09-04,5352.34182611277
2017-09-05,9512.53091988698
2017-09-06,9454.93442298822
2017-09-07,9690.90545190138
2017-09-08,9440.88899204011
2017-09-09,5812.20540874196
2017-09-10,5001.79763772133
2017-09-11,9338.44383460911
2017-09-12,10372.4697297814
2017-09-13,9828.98183109294
2017-09-14,10117.8011090024
2017-09-15,10100.9872551168
2017-09-16,5888.99798428023
2017-09-17,5788.37083736178
2017-09-18,9919.74144757897
2017-09-19,9497.44698911213
2017-09-20,9498.30844124257
2017-09-21,8555.72644791399
2017-09-22,8805.9646306653
2017-09-23,5524.92650903372
2017-09-24,5409.32922376123
2017-09-25,9848.04419567345
2017-09-26,9433.80615031091
2017-09-27,9986.04069879798
2017-09-28,10201.9206997795
2017-09-29,9146.79274702718
2017-09-30,5185.04922183526
2017-10-01,4868.03023935832
2017-10-02,9122.17748165157
2017-10-03,9800.32470458331
2017-10-04,9527.15214229189
2017-10-05,9657.34552386509
2017-10-06,9071.38592263943
2017-10-07,5961.18942215706
2017-10-08,5787.95915575923
2017-10-09,8462.56794671337
2017-10-10,9300.13023234446
2017-10-11,9078.13133174918
2017-10-12,9398.75705998272
2017-10-13,9657.90101389052
2017-10-14,6005.92675592024
2017-10-15,5147.47621886475
2017-10-16,9925.82904155743
2017-10-17,9287.42225412229
2017-10-18,9784.08533601905
2017-10-19,8654.097293113
2017-10-20,9334.53272300997
2017-10-21,5887.79920633579
2017-10-22,5536.89980802666
2017-10-23,4393.25932474465
2017-10-24,9561.88543042362
2017-10-25,9820.46629570029
2017-10-26,9595.06093272411
2017-10-27,9158.6356717916
2017-10-28,5897.38969722683
2017-10-29,4386.00757874689
2017-10-30,9075.83153182029
2017-10-31,9157.89501215866
2017-11-01,9531.49286889022
2017-11-02,9837.39392622082
2017-11-03,9307.73392745732
2017-11-04,5637.38721629441
2017-11-05,4817.47491540122
2017-11-06,8928.10119090872
2017-11-07,8339.1688864935
2017-11-08,9527.74537143003
2017-11-09,9396.07867039738
2017-11-10,8216.92029850095
2017-11-11,5449.72216529861
