id,title,description,start,end,timezone,duration,category,labels,country,rank,local_rank,aviation_rank,phq_attendance,entities,location,place_hierarchies,scope,relevance,state,first_seen,updated,deleted_reason,duplicate_of_id,entity_name,longitude,latitude,sub_category,session_type,estimated,on_campus
3dyVvrURR9EkZcFPkX,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-30 06:59:59+00:00,America/Los_Angeles,6652799,academic,"['academic', 'academic-session', 'estimated', 'hybrid-session']",US,52,,,1287.0,"[{'entity_id': '36Ni6bFidX2bME3rKyW8m8R', 'name': 'Los Angeles Trade Technical College', 'type': 'venue', 'formatted_address': '400 West Washington Boulevard\nLos Angeles, CA 90015\nUnited States of America'}]","[-118.269695, 34.032848]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5360529']]",locality,1.0,active,2020-08-27 22:38:15+00:00,2021-01-26 04:14:10+00:00,,,Los Angeles Trade Technical College,-118.269695,34.032848,academic-session,hybrid-session,estimated,True
BooWsF8DxK8zvX8kHt,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-30 06:59:59+00:00,America/Los_Angeles,6652799,academic,"['academic', 'academic-session']",US,54,,,1673.0,"[{'entity_id': 'DeWqEJKaRFtGpBDf6GDBzJ', 'name': 'Los Angeles Harbor College', 'type': 'venue', 'formatted_address': '1111 Figueroa Place\nWilmington, CA 90744\nUnited States of America'}]","[-118.284022, 33.784134]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5355325']]",locality,1.0,active,2020-08-27 22:36:09+00:00,2020-09-03 22:23:38+00:00,,,Los Angeles Harbor College,-118.284022,33.784134,academic-session,in-person,not_estimated,True
NwtqSj796BXBG36KyU,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-23 06:59:59+00:00,America/Los_Angeles,6047999,academic,"['academic', 'academic-session', 'estimated', 'online-session']",US,0,,,0.0,"[{'entity_id': 'KJS2DpZDQi5skjnrs5VRV7', 'name': 'Los Angeles Pierce College', 'type': 'venue', 'formatted_address': '6201 Winnetka Ave\nWoodland Hills, CA 91371\nUnited States of America'}]","[-118.575395, 34.185351]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5401143']]",locality,1.0,active,2020-08-27 22:37:14+00:00,2021-01-26 04:15:15+00:00,,,Los Angeles Pierce College,-118.575395,34.185351,academic-session,online-session,estimated,True
Vu6eGWssw8rG2aBsxz,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-30 06:59:59+00:00,America/Los_Angeles,6652799,academic,"['academic', 'academic-session', 'estimated', 'online-session']",US,0,,,0.0,"[{'entity_id': 'htkLSUCJvJffjDUhU7cfeC', 'name': 'Los Angeles City College', 'type': 'venue', 'formatted_address': '855 North Vermont Avenue\nLos Angeles, CA 90029\nUnited States of America'}]","[-118.292473, 34.087269]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '8062691']]",locality,1.0,active,2020-08-27 22:35:39+00:00,2021-01-26 04:10:50+00:00,,,Los Angeles City College,-118.292473,34.087269,academic-session,online-session,estimated,True
XVv6qVmxy9KMTLRoTz,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-21 06:59:59+00:00,America/Los_Angeles,5875199,academic,"['academic', 'academic-session', 'estimated', 'online-session']",US,53,,,1477.0,"[{'entity_id': '37Kjv45jpCD2iLBByC83iUW', 'name': 'Glendale Community College', 'type': 'venue', 'formatted_address': '1500 North Verdugo Road\nGlendale, CA 91208\nUnited States of America'}]","[-118.227919, 34.16658]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5344624'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5368361']]",locality,1.0,active,2020-08-27 22:30:36+00:00,2021-01-26 04:12:13+00:00,,,Glendale Community College,-118.227919,34.16658,academic-session,online-session,estimated,True
irsaa5d45qiZHxjtYh,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-23 06:59:59+00:00,America/Los_Angeles,6047999,academic,"['academic', 'academic-session', 'estimated']",US,63,,,4266.0,"[{'entity_id': 'MdtXxHGzEFWQmWxcUmATJw', 'name': 'Los Angeles Southwest College', 'type': 'venue', 'formatted_address': '1600 West Imperial Highway\nLos Angeles, CA 90047\nUnited States of America'}]","[-118.305646, 33.92981]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5407841']]",locality,1.0,active,2020-08-27 22:37:53+00:00,2020-09-03 22:28:19+00:00,,,Los Angeles Southwest College,-118.305646,33.92981,academic-session,in-person,estimated,True
kigqyRSx8bU4apaAqR,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-28 06:59:59+00:00,America/Los_Angeles,6479999,academic,"['academic', 'academic-session', 'estimated']",US,56,,,1914.0,"[{'entity_id': '9pxEHSPHiTrvfhsHY49PZZ', 'name': 'Los Angeles Mission College', 'type': 'venue', 'formatted_address': '13356 Eldridge Avenue\nSylmar, CA 91342\nUnited States of America'}]","[-118.419485, 34.315346]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5379255']]",locality,1.0,active,2020-08-27 22:36:40+00:00,2020-09-03 22:13:46+00:00,,,Los Angeles Mission College,-118.419485,34.315346,academic-session,in-person,estimated,True
oiUGqtJcPVRZpWMhF6,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-23 06:59:59+00:00,America/Los_Angeles,6047999,academic,"['academic', 'academic-session', 'estimated']",US,58,,,2478.0,"[{'entity_id': 'aZtwEWCRc8nfX4CcFksdip', 'name': 'West Los Angeles College', 'type': 'venue', 'formatted_address': '9000 Overland Avenue\nCulver City, CA 90230\nUnited States of America'}]","[-118.387156, 34.004228]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5364195'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5368361']]",locality,1.0,active,2020-08-27 23:12:02+00:00,2020-09-03 22:21:49+00:00,,,West Los Angeles College,-118.387156,34.004228,academic-session,in-person,estimated,True
vwRLXERpXtee82avFG,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-23 06:59:59+00:00,America/Los_Angeles,6047999,academic,"['academic', 'academic-session', 'estimated']",US,66,,,6638.0,"[{'entity_id': '6ByNrjxdfG7s6MiTSiSset', 'name': 'East Los Angeles College', 'type': 'venue', 'formatted_address': '1301 Avenida Cesar Chavez\nMonterey Park, CA 91754\nUnited States of America'}]","[-118.150264, 34.041385]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5370313']]",locality,1.0,active,2020-08-27 22:26:19+00:00,2020-09-03 22:17:32+00:00,,,East Los Angeles College,-118.150264,34.041385,academic-session,in-person,estimated,True
x2oxRDYQ9UPXZD7heU,Summer Session,,2021-06-14 07:00:00+00:00,2021-08-23 06:59:59+00:00,America/Los_Angeles,6047999,academic,"['academic', 'academic-session', 'estimated', 'online-session']",US,0,,,0.0,"[{'entity_id': 'vveYakrX9C6U3CBvFSZSNQ', 'name': 'Los Angeles Valley College', 'type': 'venue', 'formatted_address': '5800 Fulton Avenue\nLos Angeles, CA 91401\nUnited States of America'}]","[-118.421718, 34.175568]","[['6295630', '6255149', '6252001', '5332921', '5368381', '5368361'], ['6295630', '6255149', '6252001', '5332921', '5368381', '5363024']]",locality,1.0,active,2020-08-27 22:38:46+00:00,2021-01-26 04:12:46+00:00,,,Los Angeles Valley College,-118.421718,34.175568,academic-session,online-session,estimated,True
